"eval/time","data/GRPO-s25-p8-n128-m32-ga4 - _step","data/GRPO-s25-p8-n128-m32-ga4 - _step__MIN","data/GRPO-s25-p8-n128-m32-ga4 - _step__MAX","data/GRPO-s25-p8-n128-m32-ga4 - eval/completions/mean_length","data/GRPO-s25-p8-n128-m32-ga4 - eval/completions/mean_length__MIN","data/GRPO-s25-p8-n128-m32-ga4 - eval/completions/mean_length__MAX","data/GRPO-s25-p8-n32-m32-ga16 - _step","data/GRPO-s25-p8-n32-m32-ga16 - _step__MIN","data/GRPO-s25-p8-n32-m32-ga16 - _step__MAX","data/GRPO-s25-p8-n32-m32-ga16 - eval/completions/mean_length","data/GRPO-s25-p8-n32-m32-ga16 - eval/completions/mean_length__MIN","data/GRPO-s25-p8-n32-m32-ga16 - eval/completions/mean_length__MAX","data/GRPO-s24-p8-n32-m32-ga16 - _step","data/GRPO-s24-p8-n32-m32-ga16 - _step__MIN","data/GRPO-s24-p8-n32-m32-ga16 - _step__MAX","data/GRPO-s24-p8-n32-m32-ga16 - eval/completions/mean_length","data/GRPO-s24-p8-n32-m32-ga16 - eval/completions/mean_length__MIN","data/GRPO-s24-p8-n32-m32-ga16 - eval/completions/mean_length__MAX","data/GRPO-s23-p8-n128-m32-ga4 - _step","data/GRPO-s23-p8-n128-m32-ga4 - _step__MIN","data/GRPO-s23-p8-n128-m32-ga4 - _step__MAX","data/GRPO-s23-p8-n128-m32-ga4 - eval/completions/mean_length","data/GRPO-s23-p8-n128-m32-ga4 - eval/completions/mean_length__MIN","data/GRPO-s23-p8-n128-m32-ga4 - eval/completions/mean_length__MAX","data/GRPO-s23-p8-n32-m32-ga16 - _step","data/GRPO-s23-p8-n32-m32-ga16 - _step__MIN","data/GRPO-s23-p8-n32-m32-ga16 - _step__MAX","data/GRPO-s23-p8-n32-m32-ga16 - eval/completions/mean_length","data/GRPO-s23-p8-n32-m32-ga16 - eval/completions/mean_length__MIN","data/GRPO-s23-p8-n32-m32-ga16 - eval/completions/mean_length__MAX","data/GRPO-s22-p8-n128-m32-ga4 - _step","data/GRPO-s22-p8-n128-m32-ga4 - _step__MIN","data/GRPO-s22-p8-n128-m32-ga4 - _step__MAX","data/GRPO-s22-p8-n128-m32-ga4 - eval/completions/mean_length","data/GRPO-s22-p8-n128-m32-ga4 - eval/completions/mean_length__MIN","data/GRPO-s22-p8-n128-m32-ga4 - eval/completions/mean_length__MAX","data/GRPO-s22-p8-n32-m32-ga16 - _step","data/GRPO-s22-p8-n32-m32-ga16 - _step__MIN","data/GRPO-s22-p8-n32-m32-ga16 - _step__MAX","data/GRPO-s22-p8-n32-m32-ga16 - eval/completions/mean_length","data/GRPO-s22-p8-n32-m32-ga16 - eval/completions/mean_length__MIN","data/GRPO-s22-p8-n32-m32-ga16 - eval/completions/mean_length__MAX","data/GRPO-s21-p8-n128-m32-ga4 - _step","data/GRPO-s21-p8-n128-m32-ga4 - _step__MIN","data/GRPO-s21-p8-n128-m32-ga4 - _step__MAX","data/GRPO-s21-p8-n128-m32-ga4 - eval/completions/mean_length","data/GRPO-s21-p8-n128-m32-ga4 - eval/completions/mean_length__MIN","data/GRPO-s21-p8-n128-m32-ga4 - eval/completions/mean_length__MAX","data/GRPO-s21-p8-n32-m32-ga16 - _step","data/GRPO-s21-p8-n32-m32-ga16 - _step__MIN","data/GRPO-s21-p8-n32-m32-ga16 - _step__MAX","data/GRPO-s21-p8-n32-m32-ga16 - eval/completions/mean_length","data/GRPO-s21-p8-n32-m32-ga16 - eval/completions/mean_length__MIN","data/GRPO-s21-p8-n32-m32-ga16 - eval/completions/mean_length__MAX","data/GRPO-s12-p8-n128-m32-ga4 - _step","data/GRPO-s12-p8-n128-m32-ga4 - _step__MIN","data/GRPO-s12-p8-n128-m32-ga4 - _step__MAX","data/GRPO-s12-p8-n128-m32-ga4 - eval/completions/mean_length","data/GRPO-s12-p8-n128-m32-ga4 - eval/completions/mean_length__MIN","data/GRPO-s12-p8-n128-m32-ga4 - eval/completions/mean_length__MAX"
"1200.0194810520006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","427","427","427","290.4488220214844","290.4488220214844","290.4488220214844"
"1200.4360950640112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","461","461","461","330.49432373046875","330.49432373046875","330.49432373046875","","","","","","","","","","","","","","","","","","","","","","","",""
"1208.3888551469863","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","848","848","848","449.4768981933594","449.4768981933594","449.4768981933594","","","","","","","","","","","","","","","","","",""
"1212.607877827999","","","","","","","848","848","848","364.8605041503906","364.8605041503906","364.8605041503906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1216.1963061450078","444","444","444","366.49810791015625","366.49810791015625","366.49810791015625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1218.1498660179932","","","","","","","","","","","","","","","","","","","","","","","","","954","954","954","209.40333557128906","209.40333557128906","209.40333557128906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1219.727798963002","","","","","","","","","","","","","848","848","848","490.4033508300781","490.4033508300781","490.4033508300781","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1222.1401846150038","","","","","","","","","","","","","","","","","","","444","444","444","349.525390625","349.525390625","349.525390625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1227.5365313270013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","444","444","444","305.0902099609375","305.0902099609375","305.0902099609375","","","","","","","","","","","",""
"1263.5220065289977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","901","901","901","337.36163330078125","337.36163330078125","337.36163330078125","","","","","",""
"1320.7110100830105","","","","","","","","","","","","","","","","","","","483","483","483","324.4018249511719","324.4018249511719","324.4018249511719","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1330.9534250400175","483","483","483","345.34722900390625","345.34722900390625","345.34722900390625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1338.259930135995","","","","","","","","","","","","","","","","","","","","","","","","","1065","1065","1065","218.7589111328125","218.7589111328125","218.7589111328125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1342.2895661840012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","483","483","483","286.4920349121094","286.4920349121094","286.4920349121094"
"1349.2326066339956","","","","","","","959","959","959","367.3919677734375","367.3919677734375","367.3919677734375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1351.4067016319968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","959","959","959","327.6891784667969","327.6891784667969","327.6891784667969","","","","","",""
"1363.895760149011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","517","517","517","320.5906066894531","320.5906066894531","320.5906066894531","","","","","","","","","","","","","","","","","","","","","","","",""
"1364.0212421549804","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","959","959","959","429.3047790527344","429.3047790527344","429.3047790527344","","","","","","","","","","","","","","","","","",""
"1366.0994818280014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","500","500","273.0106201171875","273.0106201171875","273.0106201171875","","","","","","","","","","","",""
"1394.4719434190047","","","","","","","","","","","","","959","959","959","490.0424499511719","490.0424499511719","490.0424499511719","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1444.3761058530072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","539","539","539","256.00531005859375","256.00531005859375","256.00531005859375","","","","","","","","","","","",""
"1447.2488536920064","","","","","","","","","","","","","","","","","","","539","539","539","324.460205078125","324.460205078125","324.460205078125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1449.6072924789987","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","539","539","539","318.7467956542969","318.7467956542969","318.7467956542969"
"1451.5280610980117","539","539","539","318.0098571777344","318.0098571777344","318.0098571777344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1452.4371929729823","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1017","1017","1017","429.99468994140625","429.99468994140625","429.99468994140625","","","","","","","","","","","","","","","","","",""
"1453.2361804780085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","556","556","556","323.2130432128906","323.2130432128906","323.2130432128906","","","","","","","","","","","","","","","","","","","","","","","",""
"1470.6308663770033","","","","","","","","","","","","","1017","1017","1017","489.54132080078125","489.54132080078125","489.54132080078125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1473.6731788679972","","","","","","","1070","1070","1070","355.8097229003906","355.8097229003906","355.8097229003906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1512.8496847539936","","","","","","","","","","","","","","","","","","","","","","","","","1176","1176","1176","259.992431640625","259.992431640625","259.992431640625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1523.0026165550007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1070","1070","1070","304.3768005371094","304.3768005371094","304.3768005371094","","","","","",""
"1566.9760115880053","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","595","595","595","242.91053771972656","242.91053771972656","242.91053771972656","","","","","","","","","","","",""
"1573.0580039260094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","612","612","612","324.1197814941406","324.1197814941406","324.1197814941406","","","","","","","","","","","","","","","","","","","","","","","",""
"1574.806353928001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","595","595","595","291.7270812988281","291.7270812988281","291.7270812988281"
"1589.107416593004","595","595","595","305.54132080078125","305.54132080078125","305.54132080078125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1589.6219945600023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1128","1128","1128","308.56787109375","308.56787109375","308.56787109375","","","","","",""
"1599.5499248819979","","","","","","","","","","","","","","","","","","","","","","","","","1234","1234","1234","254.58908081054688","254.58908081054688","254.58908081054688","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1617.7212358690085","","","","","","","","","","","","","","","","","","","595","595","595","310.0181884765625","310.0181884765625","310.0181884765625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1621.2570335159762","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1128","1128","1128","442.5345153808594","442.5345153808594","442.5345153808594","","","","","","","","","","","","","","","","","",""
"1635.8846870159978","","","","","","","1181","1181","1181","349.68157958984375","349.68157958984375","349.68157958984375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1645.3491024160103","","","","","","","","","","","","","1128","1128","1128","497.3927307128906","497.3927307128906","497.3927307128906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1685.9819640440037","","","","","","","","","","","","","","","","","","","","","","","","","1292","1292","1292","255.47991943359375","255.47991943359375","255.47991943359375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1686.1477527139941","","","","","","","1239","1239","1239","349.85064697265625","349.85064697265625","349.85064697265625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1694.532478730005","634","634","634","303.87567138671875","303.87567138671875","303.87567138671875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1700.3635827110047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","668","668","668","233.8665771484375","233.8665771484375","233.8665771484375","","","","","","","","","","","",""
"1705.6026271920055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","668","668","668","326.4556579589844","326.4556579589844","326.4556579589844","","","","","","","","","","","","","","","","","","","","","","","",""
"1708.3968379449725","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1186","1186","1186","439.4351806640625","439.4351806640625","439.4351806640625","","","","","","","","","","","","","","","","","",""
"1719.5113802900014","","","","","","","","","","","","","","","","","","","634","634","634","294.8658142089844","294.8658142089844","294.8658142089844","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1720.4294114740005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","651","651","651","269.6216735839844","269.6216735839844","269.6216735839844"
"1732.1776574400137","","","","","","","","","","","","","1186","1186","1186","505.8551940917969","505.8551940917969","505.8551940917969","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1738.0491032300051","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1239","1239","1239","309.96893310546875","309.96893310546875","309.96893310546875","","","","","",""
"1821.8528795440143","","","","","","","","","","","","","1244","1244","1244","509.6322937011719","509.6322937011719","509.6322937011719","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1821.9653750569996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1297","1297","1297","314.2623291015625","314.2623291015625","314.2623291015625","","","","","",""
"1823.06382058101","707","707","707","292.812744140625","292.812744140625","292.812744140625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1823.7678525400042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","724","724","724","259.14404296875","259.14404296875","259.14404296875"
"1831.6420759510002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","724","724","724","249.92039489746094","249.92039489746094","249.92039489746094","","","","","","","","","","","",""
"1831.682045235997","","","","","","","1350","1350","1350","358.9355773925781","358.9355773925781","358.9355773925781","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1832.0992999220034","","","","","","","","","","","","","","","","","","","690","690","690","291.67401123046875","291.67401123046875","291.67401123046875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1839.0265928120134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","724","724","724","321.7301025390625","321.7301025390625","321.7301025390625","","","","","","","","","","","","","","","","","","","","","","","",""
"1862.4409726840022","","","","","","","","","","","","","","","","","","","","","","","","","1403","1403","1403","257.4996337890625","257.4996337890625","257.4996337890625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1872.2717441509667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1297","1297","1297","439.2259216308594","439.2259216308594","439.2259216308594","","","","","","","","","","","","","","","","","",""
"1940.633937296996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","780","780","780","270.63458251953125","270.63458251953125","270.63458251953125","","","","","","","","","","","",""
"1942.7311522840027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","780","780","780","261.4215393066406","261.4215393066406","261.4215393066406"
"1944.9933045250073","780","780","780","308.3191833496094","308.3191833496094","308.3191833496094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1945.4229765980126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","763","763","763","318.4867248535156","318.4867248535156","318.4867248535156","","","","","","","","","","","","","","","","","","","","","","","",""
"1950.3813794439993","","","","","","","","","","","","","","","","","","","","","","","","","1461","1461","1461","257.2623291015625","257.2623291015625","257.2623291015625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1952.8543350299733","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1355","1355","1355","431.76800537109375","431.76800537109375","431.76800537109375","","","","","","","","","","","","","","","","","",""
"1955.8492066809922","","","","","","","1461","1461","1461","350.8385314941406","350.8385314941406","350.8385314941406","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1956.4057302600122","","","","","","","","","","","","","","","","","","","746","746","746","319.5352478027344","319.5352478027344","319.5352478027344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1991.945821204994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1408","1408","1408","334.7801513671875","334.7801513671875","334.7801513671875","","","","","",""
"2002.6048938940148","","","","","","","","","","","","","1355","1355","1355","511.1819763183594","511.1819763183594","511.1819763183594","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2043.1014835150054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","802","802","802","315.5640563964844","315.5640563964844","315.5640563964844","","","","","","","","","","","","","","","","","","","","","","","",""
"2052.0500016370024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","853","853","853","321.51934814453125","321.51934814453125","321.51934814453125"
"2065.8813984730077","836","836","836","336.5026550292969","336.5026550292969","336.5026550292969","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2076.8668238839964","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1466","1466","1466","343.83245849609375","343.83245849609375","343.83245849609375","","","","","",""
"2078.433799259001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","836","836","836","317.517822265625","317.517822265625","317.517822265625","","","","","","","","","","","",""
"2082.040374187003","","","","","","","","","","","","","","","","","","","","","","","","","1572","1572","1572","257.338134765625","257.338134765625","257.338134765625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2092.2564667280094","","","","","","","","","","","","","1413","1413","1413","509.409423828125","509.409423828125","509.409423828125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2093.879039860003","","","","","","","","","","","","","","","","","","","802","802","802","368.0394287109375","368.0394287109375","368.0394287109375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2115.6455894869723","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1466","1466","1466","422.1243591308594","422.1243591308594","422.1243591308594","","","","","","","","","","","","","","","","","",""
"2121.2168231969918","","","","","","","1572","1572","1572","349.49658203125","349.49658203125","349.49658203125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2164.7252169619896","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1524","1524","1524","352.84307861328125","352.84307861328125","352.84307861328125","","","","","",""
"2166.063323281007","","","","","","","","","","","","","","","","","","","","","","","","","1630","1630","1630","261.0682373046875","261.0682373046875","261.0682373046875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2167.277617715008","875","875","875","347.7793884277344","347.7793884277344","347.7793884277344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2171.452528410009","","","","","","","","","","","","","","","","","","","841","841","841","381.73541259765625","381.73541259765625","381.73541259765625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2177.4849073030055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","875","875","875","337.2486877441406","337.2486877441406","337.2486877441406","","","","","","","","","","","",""
"2178.0428587390197","","","","","","","","","","","","","1471","1471","1471","514.273681640625","514.273681640625","514.273681640625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2189.059817157002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","909","909","909","389.91888427734375","389.91888427734375","389.91888427734375"
"2195.5868557700087","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","858","858","858","317.1334533691406","317.1334533691406","317.1334533691406","","","","","","","","","","","","","","","","","","","","","","","",""
"2203.6054396799955","","","","","","","1630","1630","1630","343.4495849609375","343.4495849609375","343.4495849609375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2206.352412816974","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1524","1524","1524","422.1645202636719","422.1645202636719","422.1645202636719","","","","","","","","","","","","","","","","","",""
"2284.479604187003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","948","948","948","385.3047790527344","385.3047790527344","385.3047790527344"
"2285.566470478989","","","","","","","1688","1688","1688","338.043212890625","338.043212890625","338.043212890625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2298.4412549010085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","897","897","897","319.489013671875","319.489013671875","319.489013671875","","","","","","","","","","","","","","","","","","","","","","","",""
"2304.3392375640105","931","931","931","341.4723205566406","341.4723205566406","341.4723205566406","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2322.627459431009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","931","931","931","356.7596740722656","356.7596740722656","356.7596740722656","","","","","","","","","","","",""
"2323.496435634006","","","","","","","","","","","","","","","","","","","897","897","897","384.8097229003906","384.8097229003906","384.8097229003906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2324.464069903981","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1635","1635","1635","415.0924987792969","415.0924987792969","415.0924987792969","","","","","","","","","","","","","","","","","",""
"2334.6077969160033","","","","","","","","","","","","","","","","","","","","","","","","","1741","1741","1741","270.1410217285156","270.1410217285156","270.1410217285156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2337.222908434989","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1635","1635","1635","359.96588134765625","359.96588134765625","359.96588134765625","","","","","",""
"2356.0576600130153","","","","","","","","","","","","","1582","1582","1582","496.1281433105469","496.1281433105469","496.1281433105469","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2401.3865828649796","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1693","1693","1693","412.1516418457031","412.1516418457031","412.1516418457031","","","","","","","","","","","","","","","","","",""
"2401.9197582159977","","","","","","","1799","1799","1799","331.2456359863281","331.2456359863281","331.2456359863281","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2404.753236528002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","987","987","987","399.39727783203125","399.39727783203125","399.39727783203125"
"2411.8606646850094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","970","970","970","377.7225341796875","377.7225341796875","377.7225341796875","","","","","","","","","","","",""
"2416.9044303860064","","","","","","","","","","","","","","","","","","","936","936","936","394.96893310546875","394.96893310546875","394.96893310546875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2419.671782947007","","","","","","","","","","","","","","","","","","","","","","","","","1799","1799","1799","269.3419189453125","269.3419189453125","269.3419189453125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2424.1763404410012","987","987","987","338.8673400878906","338.8673400878906","338.8673400878906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2426.215276936993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1693","1693","1693","361.57012939453125","361.57012939453125","361.57012939453125","","","","","",""
"2430.4867651430104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","953","953","953","325.8961486816406","325.8961486816406","325.8961486816406","","","","","","","","","","","","","","","","","","","","","","","",""
"2442.0462937410193","","","","","","","","","","","","","1640","1640","1640","485.74224853515625","485.74224853515625","485.74224853515625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2532.224785498016","","","","","","","","","","","","","1698","1698","1698","481.2395935058594","481.2395935058594","481.2395935058594","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2536.816230136006","","","","","","","","","","","","","","","","","","","","","","","","","1859","1859","1859","277.0978088378906","277.0978088378906","277.0978088378906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2542.649941093994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1753","1753","1753","361.9810485839844","361.9810485839844","361.9810485839844","","","","","",""